Band;Original genre;State;Code
Shout;Glam_metal;United States;USA
Skid Row;Glam_metal;United States;USA
Slaughter;Glam_metal;United States;USA
Sleeze Beez;Glam_metal;Netherlands;NLD
Sleze;Glam_metal;United States;USA
Slik Toxik;Glam_metal;Canada;CAN
SouthGang;Glam_metal;Georgia;GEO
Spinal Tap;Glam_metal;United States;USA
Spread Eagle;Glam_metal;United States;USA
Stage Dolls;Glam_metal;Norway;NOR
Steeler;Glam_metal;United States;USA
Steelheart;Glam_metal;United States;USA
Stryken;Glam_metal;United States;USA
Stryper;Glam_metal;United States;USA
Tesla;Glam_metal;United States;USA
Thor;Glam_metal;Canada;CAN
Thunder;Glam_metal;United Kingdom;GBR
Tigertailz;Glam_metal;United States;USA
TNT;Glam_metal;Norway;NOR
Tokyo Blade;Glam_metal;United Kingdom;GBR
Tora Tora;Glam_metal;United States;USA
Treat;Glam_metal;Sweden;SWE
Triumph;Glam_metal;Canada;CAN
Trixter;Glam_metal;United States;USA
T.S.O.L.;Glam_metal;United States;USA
Tuff;Glam_metal;United States;USA
Twisted Sister;Glam_metal;United States;USA
Ugly Kid Joe;Glam_metal;United States;USA
Uriah Heep;Glam_metal;United Kingdom;GBR
Vain;Glam_metal;United States;USA
Van Halen;Glam_metal;United States;USA
Vanadium;Glam_metal;Italy;ITA
Vinnie Vincent Invasion;Glam_metal;United States;USA
Vixen;Glam_metal;United States;USA
War Babies;Glam_metal;United States;USA
Warlock;Glam_metal;Germany;DEU
Warrant;Glam_metal;United States;USA
W.A.S.P.;Glam_metal;United States;USA
Whitecross;Glam_metal;United States;USA
Whitesnake;Glam_metal;United Kingdom;GBR
White Lion;Glam_metal;United States;USA
Winger;Glam_metal;United States;USA
Wrathchild;Glam_metal;United Kingdom;GBR
X Japan;Glam_metal;Japan;JPN
X-Sinner;Glam_metal;United States;USA
XYZ;Glam_metal;United States;USA
Bad City;Glam_metal;United States;USA
Bang Camaro;Glam_metal;United States;USA
Black Veil Brides;Glam_metal;United States;USA
Blessed by a Broken Heart;Glam_metal;Canada;CAN
Brides of Destruction;Glam_metal;United States;USA
Crashdïet;Glam_metal;Sweden;SWE
Crazy Lixx;Glam_metal;Sweden;SWE
The Darkness;Glam_metal;United Kingdom;GBR
The Datsuns;Glam_metal;New Zealand;NZL
Diemonds;Glam_metal;Canada;CAN
Falling in Reverse;Glam_metal;United States;USA
Hardcore Superstar;Glam_metal;Sweden;SWE
H.E.A.T;Glam_metal;Sweden;SWE
Hinder;Glam_metal;United States;USA
The Last Vegas;Glam_metal;United States;USA
Lynam;Glam_metal;United States;USA
Nasty Crue;Glam_metal;United States;USA
Orgy;Glam_metal;United States;USA
The Poodles;Glam_metal;Sweden;SWE
Reckless Love;Glam_metal;Finland;FIN
['Glam metal heavy metal hard rock metalcore'];['2007–present'];United States;USA
Satanicide;Glam_metal;United States;USA
Seventh Key;Glam_metal;United States;USA
Steel Panther;Glam_metal;United States;USA
Towers of London;Glam_metal;United Kingdom;GBR
We Are Harlot;Glam_metal;United States;USA
The 69 Eyes;Gothic_metal;Finland;FIN
Ad Inferna;Gothic_metal;United States;USA
After Forever;Gothic_metal;Netherlands;NLD
Agathodaimon;Gothic_metal;Germany;DEU
Amorphis;Gothic_metal;Finland;FIN
Anathema;Gothic_metal;United Kingdom;GBR
April Weeps;Gothic_metal;United States;USA
Artrosis;Gothic_metal;Poland;POL
ASP;Gothic_metal;Germany;DEU
Asrai;Gothic_metal;Netherlands;NLD
Atargatis;Gothic_metal;Germany;DEU
Atrocity;Gothic_metal;Germany;DEU
Autumn;Gothic_metal;Netherlands;NLD
Ava Inferi;Gothic_metal;Portugal;PRT
Awakening The;Gothic_metal;South Africa;ZAF
Bloody Hammers;Gothic_metal;United States;USA
Blutengel;Gothic_metal;Germany;DEU
Charon;Gothic_metal;Finland;FIN
Celtic Frost;Gothic_metal;Switzerland;CHE
Coronatus;Gothic_metal;Germany;DEU
Cradle of Filth;Gothic_metal;United Kingdom;GBR
Creation’s Tears;Gothic_metal;United Kingdom;GBR
Crematory;Gothic_metal;Germany;DEU
Cult of Luna;Gothic_metal;Sweden;SWE
Danzig;Gothic_metal;United States;USA
Dark Princess;Gothic_metal;Russia;RUS
Darkseed;Gothic_metal;Germany;DEU
Deathstars;Gothic_metal;Sweden;SWE
Delain;Gothic_metal;Netherlands;NLD
Diabulus in Musica;Gothic_metal;United States;USA
Draconian;Gothic_metal;Sweden;SWE
Drastique;Gothic_metal;Poland;POL
Dreams of Sanity;Gothic_metal;Austria;AUT
Elis;Gothic_metal;Liechtenstein;LIE
Elysion;Gothic_metal;Greece;GRC
Entwine;Gothic_metal;Finland;FIN
Epica;Gothic_metal;Netherlands;NLD
Erben der Schöpfung;Gothic_metal;Liechtenstein;LIE
The Eternal;Gothic_metal;Australia;AUS
Eternal Tears of Sorrow;Gothic_metal;Finland;FIN
Evanescence;Gothic_metal;United States;USA
Eyes of Eden;Gothic_metal;Germany;DEU
Flowing Tears;Gothic_metal;Germany;DEU
Forever Slave;Gothic_metal;Spain;ESP
Gathering The;Gothic_metal;United States;USA
Get Scared;Gothic_metal;United States;USA
HIM;Gothic_metal;Finland;FIN
In Mourning;Gothic_metal;Sweden;SWE
Katatonia;Gothic_metal;Sweden;SWE
The Kovenant;Gothic_metal;Norway;NOR
Krypteria;Gothic_metal;Germany;DEU
Lacrimas Profundere;Gothic_metal;Germany;DEU
Lacrimosa;Gothic_metal;Germany;DEU
Lacuna Coil;Gothic_metal;Italy;ITA
L'Âme Immortelle;Gothic_metal;Austria;AUT
Leaves' Eyes;Gothic_metal;Norway;NOR
Letzte Instanz;Gothic_metal;Germany;DEU
Lolita KompleX;Gothic_metal;Austria;AUT
Lullacry;Gothic_metal;Finland;FIN
Lyriel;Gothic_metal;United States;USA
Macbeth;Gothic_metal;Italy;ITA
Madder Mortem;Gothic_metal;Norway;NOR
Mandragora Scream;Gothic_metal;Italy;ITA
Metalwings;Gothic_metal;Bulgaria;BGR
Midnattsol;Gothic_metal;Germany;DEU
Moi dix Mois;Gothic_metal;Japan;JPN
Mortemia;Gothic_metal;Norway;NOR
Moonspell;Gothic_metal;Portugal;PRT
Monumentum;Gothic_metal;Italy;ITA
Mortal Love;Gothic_metal;Norway;NOR
Motionless In White;Gothic_metal;United States;USA
My Dying Bride;Gothic_metal;United Kingdom;GBR
Nahemah;Gothic_metal;Spain;ESP
Nemesea;Gothic_metal;Netherlands;NLD
Nightwish;Gothic_metal;Finland;FIN
Notre Dame;Gothic_metal;Sweden;SWE
Octavia Sperati;Gothic_metal;Norway;NOR
Old Dead Tree The;Gothic_metal;France;FRA
Pale Horse Named Death A;Gothic_metal;United States;USA
Paradise Lost;Gothic_metal;United Kingdom;GBR
Poisonblack;Gothic_metal;Finland;FIN
Rotting Christ;Gothic_metal;Greece;GRC
Sentenced;Gothic_metal;Finland;FIN
Silentium;Gothic_metal;Finland;FIN
Sins of Thy Beloved The;Gothic_metal;Norway;NOR
Sirenia;Gothic_metal;Norway;NOR
Stream of Passion;Gothic_metal;Mexico;MEX
Theatre of Tragedy;Gothic_metal;Norway;NOR
Theatres des Vampires;Gothic_metal;Italy;ITA
The Murder of My Sweet;Gothic_metal;Sweden;SWE
Therion;Gothic_metal;Sweden;SWE
Tiamat;Gothic_metal;Sweden;SWE
To/Die/For;Gothic_metal;Finland;FIN
Trail of Tears;Gothic_metal;Norway;NOR
Tristania;Gothic_metal;Norway;NOR
Type O Negative;Gothic_metal;United States;USA
Undish;Gothic_metal;Poland;POL
Unshine;Gothic_metal;Finland;FIN
UnSun;Gothic_metal;Poland;POL
Vampires Everywhere!;Gothic_metal;United States;USA
Virgin Black;Gothic_metal;Australia;AUS
Vision Bleak The;Gothic_metal;Germany;DEU
We Are the Fallen;Gothic_metal;United States;USA
Within Temptation;Gothic_metal;Netherlands;NLD
Xandria;Gothic_metal;Germany;DEU
Yousei Teikoku;Gothic_metal;Japan;JPN
Aborted;Grindcore;Belgium;BEL
ACxDC;Grindcore;United States;USA
Agathocles;Grindcore;Belgium;BEL
Agoraphobic Nosebleed;Grindcore;United States;USA
Anal Cunt;Grindcore;United States;USA
Antigama;Grindcore;Poland;POL
Assück;Grindcore;United States;USA
Autopsy;Grindcore;United States;USA
The Berzerker;Grindcore;Australia;AUS
Blood Duster;Grindcore;Australia;AUS
Bolt Thrower;Grindcore;United Kingdom;GBR
Brain Drill;Grindcore;United States;USA
Brodequin;Grindcore;United States;USA
Brujeria;Grindcore;Mexico;MEX
Brutal Truth;Grindcore;United States;USA
Caninus;Grindcore;United States;USA
Carcass;Grindcore;United Kingdom;GBR
Cattle Decapitation;Grindcore;United States;USA
Cephalic Carnage;Grindcore;United States;USA
Circle of Dead Children;Grindcore;United States;USA
Cock and Ball Torture;Grindcore;Germany;DEU
Condemned;Grindcore;United States;USA
Damaged;Grindcore;Australia;AUS
Dance Club Massacre;Grindcore;United States;USA
Daughters;Grindcore;United States;USA
Defecation;Grindcore;United Kingdom;GBR
Devourment;Grindcore;United States;USA
Dying Fetus;Grindcore;United States;USA
Ed Gein;Grindcore;United States;USA
Electro Hippies;Grindcore;United Kingdom;GBR
Exhumed;Grindcore;United States;USA
Extreme Noise Terror;Grindcore;United Kingdom;GBR
Extreme Smoke;Grindcore;Slovenia;SVN
Fantômas;Grindcore;United States;USA
Fuck the Facts;Grindcore;Canada;CAN
General Surgery;Grindcore;Sweden;SWE
Genghis Tron;Grindcore;United States;USA
Godflesh;Grindcore;United Kingdom;GBR
Gore Beyond Necropsy;Grindcore;Japan;JPN
Gridlink;Grindcore;United States;USA
Gut;Grindcore;Germany;DEU
Hatebeak;Grindcore;United States;USA
Head of David;Grindcore;United Kingdom;GBR
Holocausto Canibal;Grindcore;Portugal;PRT
Human Remains;Grindcore;United States;USA
In Strict Confidence;Grindcore;Germany;DEU
Liberteer;Grindcore;United States;USA
Lock Up;Grindcore;United Kingdom;GBR
The Locust;Grindcore;United States;USA
Macabre;Grindcore;United States;USA
Meathook Seed;Grindcore;France;FRA
Misery Index;Grindcore;United States;USA
Mortician;Grindcore;United States;USA
Mortification;Grindcore;Australia;AUS
Nails;Grindcore;United States;USA
Naked City;Grindcore;United States;USA
Napalm Death;Grindcore;United States;USA
Nasum;Grindcore;Sweden;SWE
The Number Twelve Looks Like You;Grindcore;United States;USA
Old Lady Drivers;Grindcore;United States;USA
Painkiller;Grindcore;United States;USA
Phantomsmasher;Grindcore;United States;USA
Pig Destroyer;Grindcore;United States;USA
The Red Chord;Grindcore;United States;USA
Regurgitate;Grindcore;Sweden;SWE
Repulsion;Grindcore;United States;USA
Rotten Sound;Grindcore;Finland;FIN
See You Next Tuesday;Grindcore;United States;USA
Sore Throat;Grindcore;United Kingdom;GBR
Success Will Write Apocalypse Across the Sky;Grindcore;United States;USA
Terrorizer;Grindcore;United States;USA
Tomsk-7;Grindcore;United States;USA
The Tony Danza Tapdance Extravaganza;Grindcore;United States;USA
Totem Skin;Grindcore;Sweden;SWE
Trap Them;Grindcore;United States;USA
War from a Harlots Mouth;Grindcore;Germany;DEU
Wormrot;Grindcore;Singapore;SGP
Xysma;Grindcore;United States;USA
7 Year Bitch;Grunge;United States;USA
Alice in Chains;Grunge;United States;USA
Candlebox;Grunge;United States;USA
The Gits;Grunge;United States;USA
Green River;Grunge;United States;USA
Gruntruck;Grunge;United States;USA
Hammerbox;Grunge;United States;USA
Mad Season;Grunge;United States;USA
Malfunkshun;Grunge;United States;USA
Melvins;Grunge;United States;USA
Mother Love Bone;Grunge;United States;USA
Mudhoney;Grunge;United States;USA
My Sister's Machine;Grunge;United States;USA
Nirvana;Grunge;United States;USA
Pearl Jam;Grunge;United States;USA
Screaming Trees;Grunge;United States;USA
Skin Yard;Grunge;United States;USA
Soundgarden;Grunge;United States;USA
Tad;Grunge;United States;USA
Temple of the Dog;Grunge;United States;USA
Willard;Grunge;United States;USA
Silverchair;Grunge;Australia;AUS
Eric's Trip;Grunge;Canada;CAN
King Cobb Steelie;Grunge;Canada;CAN
Matthew Good Band;Grunge;Canada;CAN
Moist;Grunge;Canada;CAN
Nickelback;Grunge;Canada;CAN
Our Lady Peace;Grunge;Canada;CAN
Sloan;Grunge;Canada;CAN
The Wooden Stars;Grunge;Canada;CAN
Noir Désir;Grunge;United States;USA
16Volt;Industrial_metal;United States;USA
2wo;Industrial_metal;United Kingdom;GBR
3Teeth;Industrial_metal;United States;USA
Aborym;Industrial_metal;Italy;ITA
Alien Vampires;Industrial_metal;United States;USA
The Amenta;Industrial_metal;Australia;AUS
American Head Charge;Industrial_metal;United States;USA
Anaal Nathrakh;Industrial_metal;United Kingdom;GBR
Angelspit;Industrial_metal;Australia;AUS
Anorexia Nervosa;Industrial_metal;France;FRA
Apartment 26;Industrial_metal;United Kingdom;GBR
Argyle Park;Industrial_metal;United States;USA
Army of in Between;Industrial_metal;United States;USA
ASP;Industrial_metal;Germany;DEU
Atari Teenage Riot;Industrial_metal;Germany;DEU
The Austerity Program;Industrial_metal;United States;USA
Author & Punisher;Industrial_metal;United States;USA
Autokrator;Industrial_metal;France;FRA
The Axis of Perdition;Industrial_metal;United Kingdom;GBR
The Berzerker;Industrial_metal;Australia;AUS
The Beyond;Industrial_metal;United Kingdom;GBR
Black Light Burns;Industrial_metal;United States;USA
Blood Stain Child;Industrial_metal;Japan;JPN
Blue Stahli;Industrial_metal;United States;USA
Blut Aus Nord;Industrial_metal;France;FRA
Celldweller;Industrial_metal;United States;USA
Circle of Dust;Industrial_metal;United States;USA
Clawfinger;Industrial_metal;Sweden;SWE
The Clay People;Industrial_metal;United States;USA
Coal Chamber;Industrial_metal;United States;USA
Course of Empire;Industrial_metal;United States;USA
Crossbreed;Industrial_metal;United States;USA
Crossfaith;Industrial_metal;Japan;JPN
Cruentus;Industrial_metal;Poland;POL
Cubanate;Industrial_metal;United Kingdom;GBR
Cyanotic;Industrial_metal;United States;USA
Daath;Industrial_metal;United States;USA
Dagoba;Industrial_metal;France;FRA
Danzig;Industrial_metal;United States;USA
Dawn of Ashes;Industrial_metal;United States;USA
Deadstar Assembly;Industrial_metal;United States;USA
Deadsy;Industrial_metal;United States;USA
Deathstars;Industrial_metal;Sweden;SWE
D'espairsRay;Industrial_metal;Japan;JPN
Device;Industrial_metal;United States;USA
Die Kur;Industrial_metal;United Kingdom;GBR
Die Krupps;Industrial_metal;Germany;DEU
Dir En Grey;Industrial_metal;Japan;JPN
Dirge;Industrial_metal;France;FRA
Dødheimsgard;Industrial_metal;Norway;NOR
Dope;Industrial_metal;United States;USA
Dope Stars Inc.;Industrial_metal;Italy;ITA
Draconic;Industrial_metal;Serbia;SRB
dreDDup;Industrial_metal;Serbia;SRB
Econoline Crush;Industrial_metal;Canada;CAN
Emigrate;Industrial_metal;United States;USA
Engel;Industrial_metal;Sweden;SWE
Eisbrecher;Industrial_metal;Germany;DEU
Fashion Bomb;Industrial_metal;United States;USA
Fear Factory;Industrial_metal;United States;USA
Filter;Industrial_metal;United States;USA
Flesh Field;Industrial_metal;United States;USA
Forgotten Sunrise;Industrial_metal;Estonia;EST
Frank Klepacki;Industrial_metal;United States;USA
Front Line Assembly;Industrial_metal;Canada;CAN
Genitorturers;Industrial_metal;United States;USA
Genkaku Allergy;Industrial_metal;Japan;JPN
Ghost Machine;Industrial_metal;United States;USA
Girls Under Glass;Industrial_metal;Germany;DEU
God Lives Underwater;Industrial_metal;United States;USA
Godhead;Industrial_metal;United States;USA
Godflesh;Industrial_metal;United Kingdom;GBR
Gravity Kills;Industrial_metal;United States;USA
Hanzel und Gretyl;Industrial_metal;United States;USA
Havoc Unit;Industrial_metal;Finland;FIN
Interlock;Industrial_metal;United States;USA
In This Moment;Industrial_metal;United States;USA
Janus;Industrial_metal;United States;USA
Jesu;Industrial_metal;United Kingdom;GBR
Jesus on Extasy;Industrial_metal;Germany;DEU
Julien-K;Industrial_metal;United States;USA
Kidneythieves;Industrial_metal;United States;USA
Kill the Thrill;Industrial_metal;France;FRA
Killing Joke;Industrial_metal;United Kingdom;GBR
King Satan;Industrial_metal;Finland;FIN
KMFDM;Industrial_metal;Germany;DEU
Knorkator;Industrial_metal;Germany;DEU
The Kovenant;Industrial_metal;Norway;NOR
Laibach;Industrial_metal;United States;USA
Lard;Industrial_metal;United States;USA
Letzte Instanz;Industrial_metal;Germany;DEU
Lindemann;Industrial_metal;United States;USA
Machinae Supremacy;Industrial_metal;Sweden;SWE
Manntra;Industrial_metal;Croatia;HRV
Mass Hysteria;Industrial_metal;France;FRA
The Mad Capsule Markets;Industrial_metal;Japan;JPN
Marilyn Manson;Industrial_metal;United States;USA
Meathook Seed;Industrial_metal;France;FRA
Megaherz;Industrial_metal;Germany;DEU
Ministry;Industrial_metal;United States;USA
Mnemic;Industrial_metal;Denmark;DNK
Moi dix Mois;Industrial_metal;Japan;JPN
Mortal;Industrial_metal;United States;USA
Motionless in White;Industrial_metal;United States;USA
Motograter;Industrial_metal;United States;USA
Murder Inc.;Industrial_metal;United States;USA
Mushroomhead;Industrial_metal;United States;USA
N.K.V.D.;Industrial_metal;France;FRA
Nailbomb;Industrial_metal;United States;USA
Necromance;Industrial_metal;Germany;DEU
Nine Inch Nails;Industrial_metal;United States;USA
No-Big-Silence;Industrial_metal;Estonia;EST
October File;Industrial_metal;United Kingdom;GBR
OLD;Industrial_metal;United States;USA
Omega Lithium;Industrial_metal;Croatia;HRV
Oomph!;Industrial_metal;Germany;DEU
Optimum Wound Profile;Industrial_metal;United Kingdom;GBR
Orgy;Industrial_metal;United States;USA
Our Last Enemy;Industrial_metal;Australia;AUS
Pain;Industrial_metal;Sweden;SWE
Painflow;Industrial_metal;Finland;FIN
Pigface;Industrial_metal;United States;USA
Pitchshifter;Industrial_metal;United Kingdom;GBR
Powerman 5000;Industrial_metal;United States;USA
Prick;Industrial_metal;United States;USA
Prong;Industrial_metal;United States;USA
Psyclon Nine;Industrial_metal;United States;USA
Punish Yourself;Industrial_metal;United States;USA
Radio Iodine;Industrial_metal;United States;USA
Rammstein;Industrial_metal;Germany;DEU
Raubtier;Industrial_metal;Sweden;SWE
Raunchy;Industrial_metal;Denmark;DNK
Revolting Cocks;Industrial_metal;United States;USA
Ritual Aesthetic;Industrial_metal;United States;USA
Rorschach Test;Industrial_metal;United States;USA
Red Harvest;Industrial_metal;Norway;NOR
Rublood;Industrial_metal;Italy;ITA
Ruoska;Industrial_metal;Finland;FIN
Samael;Industrial_metal;Switzerland;CHE
Sirrah;Industrial_metal;Poland;POL
Silent Descent;Industrial_metal;United Kingdom;GBR
Sleepytime Gorilla Museum;Industrial_metal;United States;USA
Snake River Conspiracy;Industrial_metal;United States;USA
Society 1;Industrial_metal;United States;USA
Sonic Violence;Industrial_metal;United Kingdom;GBR
Spineshank;Industrial_metal;United States;USA
Stabbing Westward;Industrial_metal;United States;USA
Stahlmann;Industrial_metal;Germany;DEU
Static-X;Industrial_metal;United States;USA
Stiff Valentine;Industrial_metal;Canada;CAN
Strapping Young Lad;Industrial_metal;Canada;CAN
Sybreed;Industrial_metal;Switzerland;CHE
Synthetic Breed;Industrial_metal;Australia;AUS
Tactical Sekt;Industrial_metal;United Kingdom;GBR
Terrorfakt;Industrial_metal;United States;USA
Theatre of Tragedy;Industrial_metal;Norway;NOR
Therapy?;Industrial_metal;United States;USA
The Defiled;Industrial_metal;United Kingdom;GBR
The GazettE;Industrial_metal;Japan;JPN
Treponem Pal;Industrial_metal;France;FRA
Tristwood;Industrial_metal;Austria;AUT
Trigger;Industrial_metal;Serbia;SRB
Turmion Kätilöt;Industrial_metal;Finland;FIN
Theatres Des Vampires;Industrial_metal;Italy;ITA
The Electric Hellfire Club;Industrial_metal;United States;USA
Ultraspank;Industrial_metal;United States;USA
Undercover Slut;Industrial_metal;France;FRA
The Union Underground;Industrial_metal;United States;USA
Vampires Everywhere!;Industrial_metal;United States;USA
Velcra;Industrial_metal;Finland;FIN
Vigilante;Industrial_metal;Chile;CHL
Viktim;Industrial_metal;United States;USA
Violent Work of Art;Industrial_metal;Sweden;SWE
Voivod;Industrial_metal;Canada;CAN
White Zombie;Industrial_metal;United States;USA
We Butter the Bread with Butter;Industrial_metal;Germany;DEU
You and What Army;Industrial_metal;United Kingdom;GBR
The Young Gods;Industrial_metal;Switzerland;CHE
Youth Code;Industrial_metal;United States;USA
Zeromancer;Industrial_metal;Norway;NOR
Zaraza;Industrial_metal;Canada;CAN
100 Demons;Metalcore;United States;USA
108;Metalcore;United States;USA
25 ta Life;Metalcore;United States;USA
36 Crazyfists;Metalcore;United States;USA
50 Lions;Metalcore;Australia;AUS
7 Angels 7 Plagues;Metalcore;United States;USA
Abandon All Ships;Metalcore;Canada;CAN
The Acacia Strain;Metalcore;United States;USA
Across Five Aprils;Metalcore;United States;USA
Adept;Metalcore;Sweden;SWE
Advent;Metalcore;United States;USA
Affiance;Metalcore;United States;USA
After the Burial;Metalcore;United States;USA
The Afterimage;Metalcore;United States;USA
The Agonist;Metalcore;Canada;CAN
The Agony Scene;Metalcore;United States;USA
Alesana;Metalcore;United States;USA
All Out War;Metalcore;United States;USA
All Pigs Must Die;Metalcore;United States;USA
All That Remains;Metalcore;United States;USA
Amaranthe;Metalcore;Sweden;SWE
Amatory;Metalcore;Russia;RUS
American Me;Metalcore;United States;USA
American Standards;Metalcore;United States;USA
The Amity Affliction;Metalcore;Australia;AUS
ANeurisma;Metalcore;Chile;CHL
Annisokay;Metalcore;Germany;DEU
Antagonist;Metalcore;United States;USA
Antagonist A.D.;Metalcore;New Zealand;NZL
Arcane Roots;Metalcore;United Kingdom;GBR
Architect;Metalcore;United States;USA
Architects;Metalcore;United States;USA
Arma Angelus;Metalcore;United States;USA
The Armed;Metalcore;United States;USA
Arsonists Get All the Girls;Metalcore;United States;USA
The Arusha Accord;Metalcore;United Kingdom;GBR
As I Lay Dying;Metalcore;United States;USA
As They Sleep;Metalcore;United States;USA
The Ascendicate;Metalcore;United States;USA
Asking Alexandria;Metalcore;United Kingdom;GBR
Asunto;Metalcore;Chile;CHL
Atreyu;Metalcore;United States;USA
Attack Attack!;Metalcore;United States;USA
Attila;Metalcore;United States;USA
August Burns Red;Metalcore;United States;USA
Avenged Sevenfold;Metalcore;United States;USA
AWS;Metalcore;Hungary;HUN
AxeWound;Metalcore;United States;USA
Beartooth;Metalcore;United States;USA
Becoming the Archetype;Metalcore;Georgia;GEO
Behold... The Arctopus;Metalcore;United States;USA
Beloved;Metalcore;United States;USA
Beneath the Sky;Metalcore;United States;USA
Betraying the Martyrs;Metalcore;France;FRA
Between the Buried and Me;Metalcore;United States;USA
Betzefer;Metalcore;Israel;ISR
Bishop;Metalcore;United States;USA
Black Veil Brides;Metalcore;United States;USA
Blakfish;Metalcore;United Kingdom;GBR
The Bled;Metalcore;United States;USA
Bleed from Within;Metalcore;United Kingdom;GBR
Bleed the Sky;Metalcore;United States;USA
Bleeding Through;Metalcore;United States;USA
Blessed by a Broken Heart;Metalcore;Canada;CAN
Blessthefall;Metalcore;United States;USA
Blind Witness;Metalcore;Canada;CAN
Blood Has Been Shed;Metalcore;United States;USA
Bloodlined Calligraphy;Metalcore;United States;USA
Botch;Metalcore;United States;USA
Born from Pain;Metalcore;Netherlands;NLD
Born of Osiris;Metalcore;United States;USA
A Breach of Silence;Metalcore;Australia;AUS
Breather Resist;Metalcore;United States;USA
Bring Me the Horizon;Metalcore;United Kingdom;GBR
The Browning;Metalcore;United States;USA
Bullet for My Valentine;Metalcore;United Kingdom;GBR
A Bullet for Pretty Boy;Metalcore;United States;USA
Burden of a Day;Metalcore;United States;USA
Burgerkill;Metalcore;United States;USA
Buried in Verona;Metalcore;Australia;AUS
Burst;Metalcore;Sweden;SWE
Bury Tomorrow;Metalcore;United Kingdom;GBR
Bury Your Dead;Metalcore;United States;USA
Butcher Babies;Metalcore;United States;USA
Cable;Metalcore;United States;USA
Caliban;Metalcore;Germany;DEU
Called to Arms;Metalcore;United States;USA
Cancer Bats;Metalcore;Canada;CAN
Candiria;Metalcore;United States;USA
Cane Hill;Metalcore;United States;USA
Capture;Metalcore;Australia;AUS
Carajo;Metalcore;Argentina;ARG
Carpathian;Metalcore;Australia;AUS
Cave In;Metalcore;United States;USA
Century;Metalcore;United States;USA
Changer;Metalcore;Iceland;ISL
The Chariot;Metalcore;United States;USA
Chimaira;Metalcore;United States;USA
Chunk! No Captain Chunk!;Metalcore;France;FRA
Coalesce;Metalcore;United States;USA
Code Orange;Metalcore;United States;USA
Coldrain;Metalcore;Japan;JPN
The Color Morale;Metalcore;United States;USA
Come the Dawn;Metalcore;United States;USA
Confession;Metalcore;Australia;AUS
Confide;Metalcore;United States;USA
Conquer Divide;Metalcore;United States;USA
Converge;Metalcore;United States;USA
Counterparts;Metalcore;Canada;CAN
Cover Your Tracks;Metalcore;United States;USA
The Crimson Armada;Metalcore;United States;USA
Creation Is Crucifixion;Metalcore;United States;USA
Crossfaith;Metalcore;Japan;JPN
Crown the Empire;Metalcore;United States;USA
Cry in December;Metalcore;Indonesia;IDN
Cry of the Afflicted;Metalcore;Canada;CAN
Crystal Lake;Metalcore;Japan;JPN
Cult Leader;Metalcore;United States;USA
Damnation A.D.;Metalcore;United States;USA
Dar Sangre;Metalcore;Argentina;ARG
Darkest Hour;Metalcore;United States;USA
Darkness Divided;Metalcore;United States;USA
Dayseeker;Metalcore;United States;USA
A Day to Remember;Metalcore;United States;USA
Dead by April;Metalcore;Sweden;SWE
The Dead Rabbitts;Metalcore;United States;USA
Deadguy;Metalcore;United States;USA
Deathgaze;Metalcore;Japan;JPN
Deez Nuts;Metalcore;Australia;AUS
Defiler;Metalcore;United States;USA
Demenzia;Metalcore;Bulgaria;BGR
Demise of Eros;Metalcore;United States;USA
Demon Hunter;Metalcore;United States;USA
Deny;Metalcore;Argentina;ARG
Design the Skyline;Metalcore;United States;USA
Destroy the Runner;Metalcore;United States;USA
Devil Sold His Soul;Metalcore;United Kingdom;GBR
The Devil Wears Prada;Metalcore;United States;USA
 Diecast;Metalcore;United States;USA
The Dillinger Escape Plan;Metalcore;United States;USA
Disembodied;Metalcore;United States;USA
Drop Dead Gorgeous;Metalcore;United States;USA
Drowningman;Metalcore;United States;USA
Earth Crisis;Metalcore;United States;USA
Eighteen Visions;Metalcore;United States;USA
Elitist;Metalcore;United States;USA
Elysia;Metalcore;United States;USA
Embodyment;Metalcore;United States;USA
Emmure;Metalcore;United States;USA
En Nuestros Corazones;Metalcore;Argentina;ARG
The End;Metalcore;Canada;CAN
Enter Shikari;Metalcore;United Kingdom;GBR
Erra;Metalcore;United States;USA
Escape the Fate;Metalcore;United States;USA
Eskimo Callboy;Metalcore;Germany;DEU
Eso-Charis;Metalcore;United States;USA
The Esoteric;Metalcore;United States;USA
Eternal Lord;Metalcore;United Kingdom;GBR
Everdown;Metalcore;United States;USA
Evergreen Terrace;Metalcore;United States;USA
Every Time I Die;Metalcore;United States;USA
Every Knee Shall Bow;Metalcore;United States;USA
Everyone Dies in Utah;Metalcore;United States;USA
Evita;Metalcore;United Kingdom;GBR
The Eyes of a Traitor;Metalcore;United Kingdom;GBR
Eyes Set to Kill;Metalcore;United States;USA
The Fall of Troy;Metalcore;United States;USA
Falling in Reverse;Metalcore;United States;USA
Famous Last Words;Metalcore;United States;USA
Fear and Loathing in Las Vegas;Metalcore;Japan;JPN
Fear Before;Metalcore;United States;USA
Feed Her to the Sharks;Metalcore;Australia;AUS
Fellsilent;Metalcore;United Kingdom;GBR
Few Left Standing;Metalcore;United States;USA
Figure Four;Metalcore;Canada;CAN
Fit for a King;Metalcore;United States;USA
First Blood;Metalcore;United States;USA
Focused;Metalcore;United States;USA
For All I Am;Metalcore;United States;USA
For All Those Sleeping;Metalcore;United States;USA
